token,freq,n_folios,length,first_char,last_char,in_label_pct,in_paragraph_pct,A_pct,B_pct,dominant_section,dominant_section_pct,is_hapax,specificity,cluster,top_anchors,category
dan,17,14,3,d,n,0.058823529411764705,0.8235294117647058,0.8823529411764706,0.1118421052631579,herbal,0.8235294117647058,False,0.8235294117647058,17,"n_visual_text_columns(npmi=+0.36, n=2) | has_marginal_annotation(npmi=+0.31, n=1) | n_flowers_visible(npmi=+0.26, n=1)",[body] herbal | has_central_object+spiral_turns
pol,17,13,3,p,l,0.0,0.9411764705882353,0.11764705882352941,0.8762886597938144,biological,0.47058823529411764,False,0.47058823529411764,19,"n_pools(npmi=+0.43, n=5) | n_nymphs(npmi=+0.40, n=5) | has_water(npmi=+0.39, n=5)",[body] recipes/biological | has_moon_face+has_central_object
ols,17,17,3,o,s,0.058823529411764705,0.9411764705882353,0.35294117647058826,0.576271186440678,herbal,0.29411764705882354,False,0.29411764705882354,26,"n_nymphs(npmi=+0.26, n=4) | has_water(npmi=+0.24, n=4) | n_pipes(npmi=+0.23, n=3)",[body] recipes/herbal | has_central_star+has_moon_face
oar,17,13,3,o,r,0.0,0.7058823529411765,0.17647058823529413,0.523972602739726,recipes,0.4117647058823529,False,0.4117647058823529,9,"n_paragraphs(npmi=+0.33, n=5) | n_decorative_motifs(npmi=+0.32, n=5) | n_rays_or_petals(npmi=+0.46, n=2)",[body] recipes/zodiac | has_T_O_diagram+spiral_turns
okchor,17,16,6,o,r,0.058823529411764705,0.7647058823529411,0.7058823529411765,0.11295681063122923,herbal,0.7058823529411765,False,0.7058823529411765,17,"n_concentric_rings(npmi=+0.14, n=3) | n_flowers_visible(npmi=+0.23, n=1) | branching_depth(npmi=+0.23, n=1)",[body] herbal | has_central_object+spiral_turns
om,17,15,2,o,m,0.0,0.9411764705882353,0.5294117647058824,0.45637583892617445,herbal,0.35294117647058826,False,0.35294117647058826,29,"n_rows(npmi=+0.40, n=3) | n_paragraphs(npmi=+0.29, n=5) | n_decorative_motifs(npmi=+0.28, n=5)",[body] herbal/recipes | has_central_object+has_T_O_diagram
ke@152;y,17,16,8,k,y,0.0,1.0,0.0,1.0,biological,0.4117647058823529,False,0.4117647058823529,16,"n_nymphs(npmi=+0.41, n=6) | has_water(npmi=+0.40, n=6) | n_pipes(npmi=+0.41, n=5)",[body] biological/recipes | has_T_O_diagram+spiral_turns
{ch'}eey,17,12,8,{,y,0.0,0.9411764705882353,0.058823529411764705,0.9379310344827586,biological,0.4117647058823529,False,0.4117647058823529,22,"n_pipes(npmi=+0.40, n=4) | n_paragraphs(npmi=+0.35, n=5) | n_decorative_motifs(npmi=+0.34, n=5)",[body] recipes/biological | has_central_star+has_T_O_diagram
olkar,17,12,5,o,r,0.058823529411764705,0.8235294117647058,0.0,0.9411764705882353,text,0.4117647058823529,False,0.4117647058823529,21,"n_pools(npmi=+0.45, n=5) | n_nymphs(npmi=+0.42, n=5) | has_water(npmi=+0.41, n=5)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
qokaly,17,11,6,q,y,0.0,1.0,0.35294117647058826,0.6338983050847458,recipes,0.5294117647058824,False,0.5294117647058824,16,"n_pipes(npmi=+0.50, n=5) | n_nymphs(npmi=+0.44, n=5) | has_water(npmi=+0.43, n=5)",[body] biological/recipes | has_T_O_diagram+spiral_turns
qokchol,17,13,7,q,l,0.0,1.0,0.8235294117647058,0.1683168316831683,herbal,0.7647058823529411,False,0.7647058823529411,4,"n_paragraphs(npmi=+0.17, n=3) | n_decorative_motifs(npmi=+0.16, n=3) | n_stars(npmi=+0.12, n=3)",[body] herbal | has_moon_face+has_star_motif
otchdy,17,15,6,o,y,0.11764705882352941,0.5294117647058824,0.058823529411764705,0.7620689655172413,cosmological,0.23529411764705882,False,0.23529411764705882,10,"n_stars(npmi=+0.29, n=6) | n_petals(npmi=+0.50, n=1) | n_paragraphs(npmi=+0.22, n=4)",[body] herbal/recipes | has_central_object+spiral_turns
okeeol,17,14,6,o,l,0.058823529411764705,0.5882352941176471,0.5294117647058824,0.11409395973154361,pharmaceutical,0.4117647058823529,False,0.4117647058823529,8,"n_labels(npmi=+0.42, n=10) | has_container(npmi=+0.51, n=6) | n_plant_fragments(npmi=+0.50, n=6)",[body] herbal/recipes | spiral_turns+has_spiral
tor,17,16,3,t,r,0.0,1.0,0.6470588235294118,0.33999999999999997,herbal,0.6470588235294118,False,0.6470588235294118,4,"n_containers(npmi=+0.16, n=2) | has_container(npmi=+0.13, n=2) | n_pipes(npmi=+0.13, n=2)",[body] herbal | has_moon_face+has_star_motif
orain,16,14,5,o,n,0.0,1.0,0.1875,0.803088803088803,recipes,0.375,False,0.375,22,"n_paragraphs(npmi=+0.31, n=5) | n_decorative_motifs(npmi=+0.30, n=5) | n_stars(npmi=+0.25, n=5)",[body] recipes/biological | has_central_star+has_T_O_diagram
te@152;y,16,12,8,t,y,0.0,1.0,0.0,1.0,biological,0.5,False,0.5,16,"n_pipes(npmi=+0.40, n=4) | n_nymphs(npmi=+0.34, n=4) | has_water(npmi=+0.33, n=4)",[body] biological/recipes | has_T_O_diagram+spiral_turns
ory,16,14,3,o,y,0.0625,0.875,0.25,0.676923076923077,biological,0.4375,False,0.4375,28,"n_pipes(npmi=+0.44, n=5) | n_nymphs(npmi=+0.38, n=5) | has_star_motif(npmi=+0.59, n=2)",[body] herbal/recipes | has_moon_face+n_petals
ky,16,16,2,k,y,0.0,1.0,0.625,0.3609022556390977,herbal,0.625,False,0.625,13,"n_paragraphs(npmi=+0.27, n=5) | n_decorative_motifs(npmi=+0.26, n=5) | n_stars(npmi=+0.22, n=5)",[body] herbal | has_moon_face+n_petals
ytchy,16,14,5,y,y,0.0,0.9375,0.75,0.1791044776119403,herbal,0.75,False,0.75,13,"n_petals(npmi=+0.51, n=1) | n_flowers_visible(npmi=+0.26, n=1) | branching_depth(npmi=+0.26, n=1)",[body] herbal | has_moon_face+n_petals
choly,16,16,5,c,y,0.0,0.8125,0.75,0.05970149253731343,herbal,0.5625,False,0.5625,2,"n_rays_or_petals(npmi=+0.41, n=2) | has_container(npmi=+0.24, n=3) | has_star_motif(npmi=+0.36, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
chkaiin,16,12,7,c,n,0.0,0.9375,0.5625,0.4226415094339623,herbal,0.5,False,0.5,2,"n_paragraphs(npmi=+0.42, n=6) | n_decorative_motifs(npmi=+0.40, n=6) | n_stars(npmi=+0.36, n=6)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
sheal,16,15,5,s,l,0.0625,0.8125,0.1875,0.6795366795366795,recipes,0.5625,False,0.5625,1,"n_paragraphs(npmi=+0.47, n=8) | n_decorative_motifs(npmi=+0.46, n=8) | n_stars(npmi=+0.41, n=8)",[body] recipes/biological | has_central_star+n_paragraphs
ctheey,16,13,6,c,y,0.0,0.9375,0.75,0.1791044776119403,herbal,0.4375,False,0.4375,4,"has_star_motif(npmi=+0.60, n=2) | n_containers(npmi=+0.32, n=3) | has_container(npmi=+0.29, n=3)",[body] herbal | has_moon_face+has_star_motif
teol,16,15,4,t,l,0.0,0.9375,0.375,0.6106870229007634,biological,0.3125,False,0.3125,28,"has_star_motif(npmi=+0.57, n=2) | n_pipes(npmi=+0.34, n=4) | n_pools(npmi=+0.31, n=4)",[body] herbal/recipes | has_moon_face+n_petals
olkedy,16,14,6,o,y,0.0,1.0,0.0,1.0,biological,0.625,False,0.625,16,"n_nymphs(npmi=+0.57, n=8) | has_water(npmi=+0.56, n=8) | n_pools(npmi=+0.55, n=7)",[body] biological/recipes | has_T_O_diagram+spiral_turns
@152;air,16,12,8,@,r,0.0,0.6875,0.3125,0.367816091954023,recipes,0.25,False,0.25,26,"has_circular_structure(npmi=+0.32, n=5) | n_rays_or_petals(npmi=+0.47, n=2) | n_concentric_rings(npmi=+0.29, n=4)",[body] recipes/herbal | has_central_star+has_moon_face
chedain,16,12,7,c,n,0.0,0.9375,0.0625,0.8715953307392996,recipes,0.6875,False,0.6875,21,"n_paragraphs(npmi=+0.48, n=7) | n_decorative_motifs(npmi=+0.47, n=7) | n_stars(npmi=+0.42, n=7)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
cheeo,16,14,5,c,o,0.0,1.0,0.0,1.0,recipes,0.9375,False,0.9375,21,"n_paragraphs(npmi=+0.75, n=13) | n_decorative_motifs(npmi=+0.73, n=13) | n_stars(npmi=+0.67, n=13)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
odain,16,13,5,o,n,0.0,0.9375,0.125,0.8062015503875969,recipes,0.375,False,0.375,26,"n_paragraphs(npmi=+0.25, n=4) | n_decorative_motifs(npmi=+0.24, n=4) | n_stars(npmi=+0.20, n=4)",[body] recipes/herbal | has_central_star+has_moon_face
qockhey,16,14,7,q,y,0.0,0.9375,0.625,0.3609022556390977,pharmaceutical,0.375,False,0.375,18,"n_containers(npmi=+0.48, n=5) | has_container(npmi=+0.44, n=5) | n_plant_fragments(npmi=+0.42, n=5)",[body] pharmaceutical/herbal | n_petals+has_moon_face
dchedy,16,16,6,d,y,0.0,0.9375,0.0,0.9375,biological,0.375,False,0.375,16,"n_nymphs(npmi=+0.41, n=6) | has_water(npmi=+0.40, n=6) | n_stars(npmi=+0.33, n=7)",[body] biological/recipes | has_T_O_diagram+spiral_turns
{ch'}e@152;y,16,10,12,{,y,0.0,1.0,0.0,1.0,biological,1.0,False,1.0,24,"n_pools(npmi=+0.83, n=10) | n_nymphs(npmi=+0.79, n=10) | has_water(npmi=+0.78, n=10)",[body] biological/recipes | n_nymphs+has_water
cheeor,15,15,6,c,r,0.0,0.8666666666666667,0.6,0.32051282051282054,herbal,0.3333333333333333,False,0.3333333333333333,8,"n_plant_fragments(npmi=+0.41, n=5) | n_containers(npmi=+0.38, n=4) | has_container(npmi=+0.34, n=4)",[body] herbal/recipes | spiral_turns+has_spiral
cthody,15,14,6,c,y,0.0,0.8666666666666667,0.8666666666666667,0.0,herbal,0.7333333333333333,False,0.7333333333333333,17,"has_spiral(npmi=+0.51, n=1) | spiral_turns(npmi=+0.51, n=1) | n_beads(npmi=+0.51, n=1)",[body] herbal | has_central_object+spiral_turns
tchol,15,14,5,t,l,0.0,0.7333333333333333,0.8,0.12658227848101264,herbal,0.7333333333333333,False,0.7333333333333333,17,"has_central_object(npmi=+0.51, n=1) | n_concentric_rings(npmi=+0.07, n=2) | n_paragraphs(npmi=+0.05, n=2)",[body] herbal | has_central_object+spiral_turns
ychey,15,15,5,y,y,0.0,0.8,0.3333333333333333,0.5217391304347826,herbal,0.3333333333333333,False,0.3333333333333333,2,"n_rays_or_petals(npmi=+0.43, n=2) | n_concentric_rings(npmi=+0.16, n=3) | n_paragraphs(npmi=+0.14, n=3)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
dchey,15,15,5,d,y,0.0,0.9333333333333333,0.6666666666666666,0.25531914893617025,herbal,0.6666666666666666,False,0.6666666666666666,2,"has_moon_face(npmi=+0.50, n=1) | n_stars(npmi=+0.09, n=3) | n_rows(npmi=+0.12, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
dl,15,15,2,d,l,0.0,0.8666666666666667,0.2,0.7236842105263158,herbal,0.26666666666666666,False,0.26666666666666666,26,"n_pipes(npmi=+0.26, n=3) | n_paragraphs(npmi=+0.22, n=4) | n_decorative_motifs(npmi=+0.21, n=4)",[body] recipes/herbal | has_central_star+has_moon_face
kair,15,10,4,k,r,0.0,0.9333333333333333,0.13333333333333333,0.7929515418502203,recipes,0.6,False,0.6,9,"n_decorative_motifs(npmi=+0.39, n=5) | n_paragraphs(npmi=+0.32, n=4) | n_stars(npmi=+0.27, n=4)",[body] recipes/zodiac | has_T_O_diagram+spiral_turns
chom,15,10,4,c,m,0.0,1.0,1.0,0.0,herbal,0.8,False,0.8,17,"branching_depth(npmi=+0.51, n=2) | n_leaves_visible(npmi=+0.47, n=2) | n_visual_text_columns(npmi=+0.43, n=2)",[body] herbal | has_central_object+spiral_turns
soiin,15,15,5,s,n,0.0,0.8,0.6,0.38461538461538464,herbal,0.3333333333333333,False,0.3333333333333333,28,"n_nymphs(npmi=+0.29, n=4) | has_water(npmi=+0.27, n=4) | n_containers(npmi=+0.29, n=3)",[body] herbal/recipes | has_moon_face+n_petals
chokaiin,15,14,8,c,n,0.0,0.8666666666666667,0.4666666666666667,0.4525862068965517,herbal,0.4,False,0.4,26,"n_paragraphs(npmi=+0.31, n=5) | n_decorative_motifs(npmi=+0.30, n=5) | n_stars(npmi=+0.25, n=5)",[body] recipes/herbal | has_central_star+has_moon_face
lkedy,15,10,5,l,y,0.0,0.9333333333333333,0.0,1.0,recipes,0.6,False,0.6,7,"n_paragraphs(npmi=+0.40, n=5) | n_decorative_motifs(npmi=+0.39, n=5) | n_nymphs(npmi=+0.39, n=4)",[body] recipes/biological | n_nymphs+n_pools
ral,15,14,3,r,l,0.0,0.9333333333333333,0.0,0.9333333333333333,biological,0.5333333333333333,False,0.5333333333333333,22,"n_pools(npmi=+0.55, n=7) | n_nymphs(npmi=+0.51, n=7) | has_water(npmi=+0.50, n=7)",[body] recipes/biological | has_central_star+has_T_O_diagram
qokch@152;y,15,13,11,q,y,0.0,0.9333333333333333,0.0,1.0,herbal,0.4666666666666667,False,0.4666666666666667,25,"n_paragraphs(npmi=+0.17, n=3) | n_decorative_motifs(npmi=+0.16, n=3) | n_stars(npmi=+0.12, n=3)",[body] recipes/herbal | has_moon_face+n_paragraphs
rain,15,10,4,r,n,0.0,1.0,0.06666666666666667,0.9292035398230089,recipes,0.8,False,0.8,1,"n_paragraphs(npmi=+0.53, n=7) | n_decorative_motifs(npmi=+0.52, n=7) | n_stars(npmi=+0.47, n=7)",[body] recipes/biological | has_central_star+n_paragraphs
lshey,15,10,5,l,y,0.0,1.0,0.0,1.0,recipes,0.6,False,0.6,1,"n_pipes(npmi=+0.45, n=4) | n_paragraphs(npmi=+0.40, n=5) | n_decorative_motifs(npmi=+0.39, n=5)",[body] recipes/biological | has_central_star+n_paragraphs
chdar,15,11,5,c,r,0.0,0.8,0.0,0.9333333333333333,recipes,0.6666666666666666,False,0.6666666666666666,19,"n_paragraphs(npmi=+0.44, n=6) | n_decorative_motifs(npmi=+0.43, n=6) | n_stars(npmi=+0.38, n=6)",[body] recipes/biological | has_moon_face+has_central_object
okeeo,15,13,5,o,o,0.0,0.8,0.13333333333333333,0.6607929515418502,recipes,0.6,False,0.6,0,"n_paragraphs(npmi=+0.46, n=7) | n_decorative_motifs(npmi=+0.44, n=7) | n_stars(npmi=+0.39, n=7)",[body] recipes/pharmaceutical | has_moon_face+n_paragraphs
shal,15,13,4,s,l,0.0,0.9333333333333333,0.06666666666666667,0.8628318584070797,recipes,0.6,False,0.6,22,"n_paragraphs(npmi=+0.51, n=8) | n_decorative_motifs(npmi=+0.50, n=8) | n_stars(npmi=+0.45, n=8)",[body] recipes/biological | has_central_star+has_T_O_diagram
shed,15,13,4,s,d,0.0,1.0,0.0,1.0,recipes,0.4666666666666667,False,0.4666666666666667,24,"n_paragraphs(npmi=+0.39, n=6) | n_decorative_motifs(npmi=+0.38, n=6) | n_stars(npmi=+0.33, n=6)",[body] biological/recipes | n_nymphs+has_water
ykeol,15,12,5,y,l,0.0,0.8,0.6,0.25641025641025644,herbal,0.3333333333333333,False,0.3333333333333333,29,"has_star_motif(npmi=+0.62, n=2) | n_containers(npmi=+0.44, n=4) | has_container(npmi=+0.40, n=4)",[body] herbal/recipes | has_central_object+has_T_O_diagram
cphol,14,13,5,c,l,0.0,1.0,0.7857142857142857,0.13526570048309178,herbal,0.5,False,0.5,13,"n_rows(npmi=+0.31, n=2) | fragments_are_whole_plants(npmi=+0.40, n=1) | n_containers(npmi=+0.21, n=2)",[body] herbal | has_moon_face+n_petals
odal,14,14,4,o,l,0.07142857142857142,0.8571428571428571,0.35714285714285715,0.48756218905472637,herbal,0.42857142857142855,False,0.42857142857142855,10,"n_paragraphs(npmi=+0.24, n=4) | n_decorative_motifs(npmi=+0.23, n=4) | n_stars(npmi=+0.18, n=4)",[body] herbal/recipes | has_central_object+spiral_turns
doiin,14,14,5,d,n,0.0,0.9285714285714286,0.7142857142857143,0.2038834951456311,herbal,0.6428571428571429,False,0.6428571428571429,15,"n_containers(npmi=+0.19, n=2) | has_container(npmi=+0.16, n=2) | n_plant_fragments(npmi=+0.15, n=2)",[body] herbal/biological | has_central_object+has_T_O_diagram
qotchol,14,12,7,q,l,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0,17,"n_flowers_visible(npmi=+0.29, n=1) | branching_depth(npmi=+0.29, n=1) | n_leaves_visible(npmi=+0.24, n=1)",[body] herbal | has_central_object+spiral_turns
yshey,14,13,5,y,y,0.0,1.0,0.07142857142857142,0.8527918781725888,recipes,0.42857142857142855,False,0.42857142857142855,22,"n_decorative_motifs(npmi=+0.38, n=6) | n_pipes(npmi=+0.38, n=4) | n_paragraphs(npmi=+0.33, n=5)",[body] recipes/biological | has_central_star+has_T_O_diagram
do,14,11,2,d,o,0.0,0.9285714285714286,0.7857142857142857,0.13526570048309178,herbal,0.8571428571428571,False,0.8571428571428571,13,"n_flowers_visible(npmi=+0.49, n=2) | branching_depth(npmi=+0.49, n=2) | n_leaves_visible(npmi=+0.45, n=2)",[body] herbal | has_moon_face+n_petals
cphy,14,14,4,c,y,0.07142857142857142,0.8571428571428571,0.6428571428571429,0.20487804878048782,herbal,0.6428571428571429,False,0.6428571428571429,2,"has_moon_face(npmi=+0.51, n=1) | n_visual_text_columns(npmi=+0.36, n=2) | has_star_motif(npmi=+0.39, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
qody,14,13,4,q,y,0.0,0.8571428571428571,0.2857142857142857,0.7,herbal,0.2857142857142857,False,0.2857142857142857,29,"n_nymphs(npmi=+0.23, n=3) | has_water(npmi=+0.22, n=3) | n_paragraphs(npmi=+0.17, n=3)",[body] herbal/recipes | has_central_object+has_T_O_diagram
yky,14,13,3,y,y,0.07142857142857142,0.6428571428571429,0.5,0.20689655172413793,herbal,0.5714285714285714,False,0.5714285714285714,2,"has_moon_face(npmi=+0.53, n=1) | n_stars(npmi=+0.20, n=4) | n_rays_or_petals(npmi=+0.27, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
kchdy,14,12,5,k,y,0.0,1.0,0.07142857142857142,0.9238578680203046,herbal,0.6428571428571429,False,0.6428571428571429,10,"n_pipes(npmi=+0.04, n=1) | n_pools(npmi=+0.02, n=1)",[body] herbal/recipes | has_central_object+spiral_turns
ched,14,12,4,c,d,0.0,0.9285714285714286,0.0,0.9285714285714286,recipes,0.6428571428571429,False,0.6428571428571429,21,"n_paragraphs(npmi=+0.48, n=7) | n_decorative_motifs(npmi=+0.47, n=7) | n_stars(npmi=+0.42, n=7)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
olar,14,13,4,o,r,0.0,0.8571428571428571,0.14285714285714285,0.6363636363636364,recipes,0.35714285714285715,False,0.35714285714285715,21,"has_T_O_diagram(npmi=+0.53, n=1) | n_paragraphs(npmi=+0.25, n=4) | n_decorative_motifs(npmi=+0.24, n=4)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
okeeody,14,14,7,o,y,0.0,0.6428571428571429,0.14285714285714285,0.42424242424242425,recipes,0.35714285714285715,False,0.35714285714285715,9,"has_circular_structure(npmi=+0.34, n=6) | n_concentric_rings(npmi=+0.33, n=5) | n_paragraphs(npmi=+0.31, n=5)",[body] recipes/zodiac | has_T_O_diagram+spiral_turns
sheos,14,12,5,s,s,0.0,0.8571428571428571,0.35714285714285715,0.5572139303482587,herbal,0.35714285714285715,False,0.35714285714285715,2,"n_paragraphs(npmi=+0.27, n=4) | n_decorative_motifs(npmi=+0.26, n=4) | n_stars(npmi=+0.22, n=4)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
qok,14,13,3,q,k,0.0,1.0,0.14285714285714285,0.8484848484848485,recipes,0.42857142857142855,False,0.42857142857142855,16,"n_stars(npmi=+0.39, n=7) | n_paragraphs(npmi=+0.39, n=6) | n_decorative_motifs(npmi=+0.38, n=6)",[body] biological/recipes | has_T_O_diagram+spiral_turns
olain,14,12,5,o,n,0.0,1.0,0.07142857142857142,0.9238578680203046,biological,0.35714285714285715,False,0.35714285714285715,1,"n_pipes(npmi=+0.48, n=5) | n_nymphs(npmi=+0.42, n=5) | has_water(npmi=+0.41, n=5)",[body] recipes/biological | has_central_star+n_paragraphs
ror,14,12,3,r,r,0.0,1.0,0.0,1.0,biological,0.5,False,0.5,1,"n_pools(npmi=+0.52, n=6) | n_nymphs(npmi=+0.49, n=6) | has_water(npmi=+0.48, n=6)",[body] recipes/biological | has_central_star+n_paragraphs
okees,14,12,5,o,s,0.07142857142857142,0.35714285714285715,0.0,0.5714285714285714,cosmological,0.2857142857142857,False,0.2857142857142857,9,"n_concentric_rings(npmi=+0.50, n=7) | has_radial_symmetry(npmi=+0.47, n=7) | has_circular_structure(npmi=+0.45, n=7)",[body] recipes/zodiac | has_T_O_diagram+spiral_turns
lchdy,14,11,5,l,y,0.0,0.8571428571428571,0.07142857142857142,0.9238578680203046,recipes,0.5,False,0.5,16,"n_paragraphs(npmi=+0.37, n=5) | n_decorative_motifs(npmi=+0.36, n=5) | n_stars(npmi=+0.31, n=5)",[body] biological/recipes | has_T_O_diagram+spiral_turns
cho@152;y,14,14,9,c,y,0.07142857142857142,0.8571428571428571,0.42857142857142855,0.4158415841584158,herbal,0.2857142857142857,False,0.2857142857142857,26,"n_rows(npmi=+0.42, n=3) | n_plant_fragments(npmi=+0.35, n=4) | n_stars(npmi=+0.25, n=5)",[body] recipes/herbal | has_central_star+has_moon_face
chdal,14,12,5,c,l,0.0,0.9285714285714286,0.0,1.0,recipes,0.42857142857142855,False,0.42857142857142855,10,"n_paragraphs(npmi=+0.42, n=6) | n_decorative_motifs(npmi=+0.40, n=6) | n_stars(npmi=+0.36, n=6)",[body] herbal/recipes | has_central_object+spiral_turns
chodar,13,13,6,c,r,0.07692307692307693,0.9230769230769231,0.46153846153846156,0.44571428571428573,herbal,0.46153846153846156,False,0.46153846153846156,2,"n_stars(npmi=+0.33, n=6) | n_paragraphs(npmi=+0.33, n=5) | n_decorative_motifs(npmi=+0.32, n=5)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
shocthy,13,13,7,s,y,0.0,0.9230769230769231,0.7692307692307693,0.07262569832402234,herbal,0.6153846153846154,False,0.6153846153846154,4,"n_petals(npmi=+0.53, n=1) | n_plant_fragments(npmi=+0.16, n=2) | n_labels(npmi=+0.11, n=4)",[body] herbal | has_moon_face+has_star_motif
cthaiin,13,12,7,c,n,0.0,1.0,1.0,0.0,herbal,0.9230769230769231,False,0.9230769230769231,17,"has_marginal_annotation(npmi=+0.34, n=1) | n_visual_text_columns(npmi=+0.21, n=1) | n_distinct_objects(npmi=+0.02, n=11)",[body] herbal | has_central_object+spiral_turns
ytain,13,11,5,y,n,0.0,0.7692307692307693,0.15384615384615385,0.8362573099415205,recipes,0.38461538461538464,False,0.38461538461538464,21,"n_decorative_motifs(npmi=+0.36, n=5) | n_paragraphs(npmi=+0.29, n=4) | n_stars(npmi=+0.24, n=4)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
chty,13,13,4,c,y,0.07692307692307693,0.9230769230769231,0.5384615384615384,0.4431818181818182,herbal,0.5384615384615384,False,0.5384615384615384,13,"has_marginal_annotation(npmi=+0.32, n=1) | n_flowers_visible(npmi=+0.27, n=1) | n_leaves_visible(npmi=+0.23, n=1)",[body] herbal | has_moon_face+n_petals
yteody,13,10,6,y,y,0.07692307692307693,0.5384615384615384,0.15384615384615385,0.456140350877193,herbal,0.23076923076923078,False,0.23076923076923078,29,"n_rays_or_petals(npmi=+0.51, n=2) | has_radial_symmetry(npmi=+0.31, n=4) | has_circular_structure(npmi=+0.29, n=4)",[body] herbal/recipes | has_central_object+has_T_O_diagram
qoteol,13,10,6,q,l,0.0,0.9230769230769231,0.6153846153846154,0.3672316384180791,pharmaceutical,0.5384615384615384,False,0.5384615384615384,29,"n_plant_fragments(npmi=+0.43, n=4) | n_containers(npmi=+0.38, n=3) | has_container(npmi=+0.35, n=3)",[body] herbal/recipes | has_central_object+has_T_O_diagram
